# arch=ppc sdk=/Developer/SDKs/MacOSX10.5.sdk cc=/usr/bin/gcc-4.0 inode64=True
F	malloc_statistics_t	max_size_in_use	8	4
F	malloc_statistics_t	size_allocated	12	4
S	malloc_statistics_t	malloc_statistics_t	16	4
F	malloc_statistics_t	blocks_in_use	0	4
F	malloc_statistics_t	size_in_use	4	4
F	malloc_statistics_t	max_size_in_use	8	4
F	malloc_statistics_t	size_allocated	12	4
S	mstats	struct mstats	20	4
F	mstats	bytes_total	0	4
F	mstats	chunks_used	4	4
F	mstats	bytes_used	8	4
F	mstats	chunks_free	12	4
F	mstats	bytes_free	16	4
S	mstats	mstats	1	4
S	vm_range_t	vm_range_t	8	4
F	vm_range_t	address	0	4
F	vm_range_t	size	4	4
S	sched_param	struct sched_param	8	4
F	sched_param	sched_priority	0	4
F	sched_param	__opaque	4	4
S	vinfo_stat	struct vinfo_stat	136	4
F	vinfo_stat	vst_dev	0	4
F	vinfo_stat	vst_mode	4	2
F	vinfo_stat	vst_nlink	6	2
F	vinfo_stat	vst_ino	8	8
F	vinfo_stat	vst_uid	16	4
F	vinfo_stat	vst_gid	20	4
F	vinfo_stat	vst_atime	24	8
F	vinfo_stat	vst_atimensec	32	8
F	vinfo_stat	vst_mtime	40	8
F	vinfo_stat	vst_mtimensec	48	8
F	vinfo_stat	vst_ctime	56	8
F	vinfo_stat	vst_ctimensec	64	8
F	vinfo_stat	vst_birthtime	72	8
F	vinfo_stat	vst_birthtimensec	80	8
F	vinfo_stat	vst_size	88	8
F	vinfo_stat	vst_blocks	96	8
F	vinfo_stat	vst_blksize	104	4
F	vinfo_stat	vst_flags	108	4
F	vinfo_stat	vst_gen	112	4
F	vinfo_stat	vst_rdev	116	4
F	vinfo_stat	vst_qspare	120	16
S	vnode_info	struct vnode_info	152	4
F	vnode_info	vi_stat	0	136
F	vnode_info	vi_type	136	4
F	vnode_info	vi_pad	148	4
F	vnode_info	vi_fsid	140	8
S	vnode_info_path	struct vnode_info_path	1176	4
F	vnode_info_path	vip_vi	0	152
F	vnode_info_path	vip_path	152	1024
S	proc_vnodepathinfo	struct proc_vnodepathinfo	2352	4
F	proc_vnodepathinfo	pvi_cdir	0	1176
F	proc_vnodepathinfo	pvi_rdir	1176	1176
S	vm_statistics	struct vm_statistics	60	4
F	vm_statistics	free_count	0	4
F	vm_statistics	active_count	4	4
F	vm_statistics	inactive_count	8	4
F	vm_statistics	wire_count	12	4
F	vm_statistics	zero_fill_count	16	4
F	vm_statistics	reactivations	20	4
F	vm_statistics	pageins	24	4
F	vm_statistics	pageouts	28	4
F	vm_statistics	faults	32	4
F	vm_statistics	cow_faults	36	4
F	vm_statistics	lookups	40	4
F	vm_statistics	hits	44	4
F	vm_statistics	purgeable_count	48	4
F	vm_statistics	purges	52	4
F	vm_statistics	speculative_count	56	4
S	task_thread_times_info	struct task_thread_times_info	16	4
F	task_thread_times_info	user_time	0	8
F	task_thread_times_info	system_time	8	8
S	attrlist	struct attrlist	24	4
F	attrlist	bitmapcount	0	2
F	attrlist	reserved	2	2
F	attrlist	commonattr	4	4
F	attrlist	volattr	8	4
F	attrlist	dirattr	12	4
F	attrlist	fileattr	16	4
F	attrlist	forkattr	20	4
S	attrreference_t	attrreference_t	8	4
F	attrreference_t	attr_dataoffset	0	4
F	attrreference_t	attr_length	4	4
S	vol_capabilities_attr_t	vol_capabilities_attr_t	32	4
F	vol_capabilities_attr_t	capabilities	0	16
F	vol_capabilities_attr_t	valid	16	16
S	attribute_set_t	attribute_set_t	20	4
F	attribute_set_t	commonattr	0	4
F	attribute_set_t	volattr	4	4
F	attribute_set_t	dirattr	8	4
F	attribute_set_t	fileattr	12	4
F	attribute_set_t	forkattr	16	4
S	vol_attributes_attr_t	vol_attributes_attr_t	40	4
F	vol_attributes_attr_t	validattr	0	20
F	vol_attributes_attr_t	nativeattr	20	20
S	kevent	struct kevent	20	4
F	kevent	ident	0	4
F	kevent	filter	4	2
F	kevent	flags	6	2
F	kevent	fflags	8	4
F	kevent	data	12	4
F	kevent	udata	16	4
S	kevent	kevent	1	4
S	semid_ds	struct semid_ds	56	4
F	semid_ds	sem_perm	0	16
F	semid_ds	sem_base	16	4
F	semid_ds	sem_nsems	20	2
F	semid_ds	sem_otime	24	4
F	semid_ds	sem_pad1	28	4
F	semid_ds	sem_ctime	32	4
F	semid_ds	sem_pad2	36	4
F	semid_ds	sem_pad3	40	16
S	shmid_ds	struct shmid_ds	48	4
F	shmid_ds	shm_perm	0	16
F	shmid_ds	shm_segsz	16	4
F	shmid_ds	shm_lpid	20	4
F	shmid_ds	shm_cpid	24	4
F	shmid_ds	shm_nattch	28	2
F	shmid_ds	shm_atime	32	4
F	shmid_ds	shm_dtime	36	4
F	shmid_ds	shm_ctime	40	4
F	shmid_ds	shm_internal	44	4
S	proc_threadinfo	struct proc_threadinfo	304	8
F	proc_threadinfo	pth_user_time	0	8
F	proc_threadinfo	pth_system_time	8	8
F	proc_threadinfo	pth_cpu_usage	16	4
F	proc_threadinfo	pth_policy	20	4
F	proc_threadinfo	pth_run_state	24	4
F	proc_threadinfo	pth_flags	28	4
F	proc_threadinfo	pth_sleep_time	32	4
F	proc_threadinfo	pth_curpri	36	4
F	proc_threadinfo	pth_priority	40	4
F	proc_threadinfo	pth_maxpriority	44	4
F	proc_threadinfo	pth_name	48	256
S	statfs	struct statfs	2168	4
F	statfs	f_bsize	0	4
F	statfs	f_iosize	4	4
F	statfs	f_blocks	8	8
F	statfs	f_bfree	16	8
F	statfs	f_bavail	24	8
F	statfs	f_files	32	8
F	statfs	f_ffree	40	8
F	statfs	f_fsid	48	8
F	statfs	f_owner	56	4
F	statfs	f_type	60	4
F	statfs	f_flags	64	4
F	statfs	f_fssubtype	68	4
F	statfs	f_fstypename	72	16
F	statfs	f_mntonname	88	1024
F	statfs	f_mntfromname	1112	1024
F	statfs	f_reserved	2136	32
S	statfs	statfs	1	4
S	dirent	struct dirent	1048	8
F	dirent	d_ino	0	8
F	dirent	d_seekoff	8	8
F	dirent	d_reclen	16	2
F	dirent	d_namlen	18	2
F	dirent	d_type	20	1
F	dirent	d_name	21	1024
S	pthread_rwlock_t	pthread_rwlock_t	128	4
F	pthread_rwlock_t	__sig	0	4
F	pthread_rwlock_t	__opaque	4	124
S	pthread_mutex_t	pthread_mutex_t	44	4
F	pthread_mutex_t	__sig	0	4
F	pthread_mutex_t	__opaque	4	40
S	pthread_cond_t	pthread_cond_t	28	4
F	pthread_cond_t	__sig	0	4
F	pthread_cond_t	__opaque	4	24
S	sockaddr_storage	struct sockaddr_storage	128	4
F	sockaddr_storage	ss_len	0	1
F	sockaddr_storage	ss_family	1	1
F	sockaddr_storage	__ss_pad1	2	6
F	sockaddr_storage	__ss_align	8	8
F	sockaddr_storage	__ss_pad2	16	112
S	sigevent	struct sigevent	20	4
F	sigevent	sigev_notify	0	4
F	sigevent	sigev_signo	4	4
F	sigevent	sigev_value	8	4
F	sigevent	sigev_notify_attributes	16	4
S	processor_cpu_load_info	struct processor_cpu_load_info	16	4
F	processor_cpu_load_info	cpu_ticks	0	16
S	processor_basic_info	struct processor_basic_info	20	4
F	processor_basic_info	cpu_type	0	4
F	processor_basic_info	cpu_subtype	4	4
F	processor_basic_info	running	8	4
F	processor_basic_info	slot_num	12	4
F	processor_basic_info	is_master	16	4
S	processor_set_basic_info	struct processor_set_basic_info	8	4
F	processor_set_basic_info	processor_count	0	4
F	processor_set_basic_info	default_policy	4	4
S	processor_set_load_info	struct processor_set_load_info	16	4
F	processor_set_load_info	task_count	0	4
F	processor_set_load_info	thread_count	4	4
F	processor_set_load_info	load_average	8	4
F	processor_set_load_info	mach_factor	12	4
S	time_value_t	time_value_t	8	4
F	time_value_t	seconds	0	4
F	time_value_t	microseconds	4	4
S	thread_basic_info	struct thread_basic_info	40	4
F	thread_basic_info	user_time	0	8
F	thread_basic_info	system_time	8	8
